Id,Nombre,Descripcion,Activo,FechaAlta,UsuarioAltaId
335,Consumidor,Problemas ambientales y ecológicos.,False,2026-04-14 06:54:20,391.0
336,Consumidor,Disputas entre consumidores y proveedores.,False,2026-02-21 09:11:51,773.0
337,Penal,Asuntos penales y delitos.,True,2025-12-05 20:26:11,475.0
338,Consumidor,Disputas entre consumidores y proveedores.,False,2025-07-27 02:27:38,249.0
339,Penal,Conflictos con entidades administrativas.,False,2025-06-11 15:36:34,868.0
340,Familiar,Asuntos penales y delitos.,True,2026-04-12 10:11:19,620.0
341,Familiar,Asuntos penales y delitos.,False,2025-07-11 18:53:27,223.0
342,Penal,Conflictos con entidades administrativas.,True,2025-12-04 18:22:03,195.0
343,Ambiental,Asuntos penales y delitos.,True,2025-05-16 22:50:49,407.0
344,Administrativo,Litigios civiles generales.,False,2025-10-26 04:01:21,368.0
345,Civil,Conflictos con entidades administrativas.,False,2025-08-19 03:06:56,823.0
346,Administrativo,Asuntos penales y delitos.,True,2025-10-31 08:10:00,577.0
347,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2025-12-26 00:36:25,594.0
348,Civil,Problemas en transacciones comerciales.,True,2026-01-28 08:21:38,584.0
349,Ambiental,Conflictos con entidades administrativas.,False,2025-12-28 02:49:21,758.0
350,Ambiental,Problemas en transacciones comerciales.,False,2025-11-09 13:27:16,560.0
351,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2025-08-13 16:42:08,77.0
352,Laboral,Disputas entre consumidores y proveedores.,True,2026-02-26 22:21:58,725.0
353,Laboral,Asuntos penales y delitos.,False,2025-08-23 04:12:59,633.0
354,Ambiental,Conflictos relacionados con el trabajo y empleos.,True,2026-05-05 01:00:36,13.0
355,Civil,Litigios civiles generales.,False,2026-04-30 01:43:18,691.0
356,Comercial,Disputas entre miembros de la familia.,False,2026-03-20 02:26:47,197.0
357,Administrativo,Litigios civiles generales.,True,2025-10-17 16:12:37,471.0
358,Penal,Litigios civiles generales.,True,2025-05-23 15:54:08,666.0
359,Familiar,Disputas entre consumidores y proveedores.,True,2025-10-26 06:00:32,58.0
360,Comercial,Disputas entre miembros de la familia.,True,2025-08-26 04:54:12,340.0
361,Laboral,Asuntos penales y delitos.,False,2026-01-19 19:39:26,487.0
362,Laboral,Disputas entre miembros de la familia.,True,2025-05-23 09:38:28,578.0
363,Comercial,Conflictos con entidades administrativas.,False,2026-04-30 11:58:53,771.0
364,Familiar,Litigios civiles generales.,False,2026-02-14 00:20:26,855.0
365,Administrativo,Disputas entre consumidores y proveedores.,False,2026-02-25 19:49:57,513.0
366,Laboral,Disputas entre miembros de la familia.,False,2025-09-27 10:42:58,349.0
367,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2025-06-18 09:45:34,503.0
368,Administrativo,Disputas entre consumidores y proveedores.,False,2025-09-29 12:52:25,677.0
369,Familiar,Litigios civiles generales.,True,2026-01-01 20:31:57,275.0
370,Consumidor,Problemas en transacciones comerciales.,True,2025-10-21 08:12:56,94.0
371,Civil,Problemas ambientales y ecológicos.,True,2025-11-05 10:29:54,90.0
372,Consumidor,Problemas ambientales y ecológicos.,True,2025-07-27 01:03:36,106.0
373,Familiar,Conflictos con entidades administrativas.,False,2025-07-29 15:57:24,804.0
374,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2025-12-10 05:11:13,87.0
375,Comercial,Disputas entre consumidores y proveedores.,False,2026-02-11 14:18:43,275.0
376,Comercial,Disputas entre miembros de la familia.,False,2026-02-12 05:18:36,307.0
377,Familiar,Conflictos con entidades administrativas.,True,2025-12-31 10:49:22,508.0
378,Ambiental,Disputas entre miembros de la familia.,False,2026-02-28 09:35:37,341.0
379,Administrativo,Problemas ambientales y ecológicos.,True,2025-11-18 04:43:10,881.0
380,Civil,Conflictos con entidades administrativas.,True,2025-07-03 20:23:32,322.0
381,Consumidor,Conflictos con entidades administrativas.,True,2025-12-09 18:51:22,503.0
382,Administrativo,Disputas entre consumidores y proveedores.,True,2025-12-16 06:12:55,955.0
383,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2025-09-13 20:22:34,817.0
384,Familiar,Disputas entre consumidores y proveedores.,True,2025-05-29 03:27:22,311.0
385,Civil,Problemas en transacciones comerciales.,False,2025-10-04 06:31:34,613.0
386,Consumidor,Disputas entre consumidores y proveedores.,True,2025-08-03 16:45:39,719.0
387,Familiar,Asuntos penales y delitos.,True,2025-06-05 21:13:52,663.0
388,Consumidor,Conflictos con entidades administrativas.,True,2025-09-30 15:35:56,265.0
389,Penal,Problemas ambientales y ecológicos.,True,2025-10-29 06:06:13,696.0
390,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2025-09-03 15:17:36,943.0
391,Familiar,Problemas en transacciones comerciales.,True,2025-11-11 09:14:33,804.0
392,Ambiental,Conflictos con entidades administrativas.,False,2025-09-07 15:07:16,714.0
393,Administrativo,Disputas entre miembros de la familia.,True,2025-12-06 16:44:17,118.0
394,Administrativo,Disputas entre miembros de la familia.,True,2025-05-27 12:36:15,250.0
395,Comercial,Conflictos con entidades administrativas.,False,2025-07-26 05:06:48,817.0
396,Comercial,Problemas en transacciones comerciales.,True,2025-06-14 21:08:37,30.0
397,Ambiental,Disputas entre consumidores y proveedores.,False,2025-10-21 17:50:49,211.0
398,Familiar,Disputas entre miembros de la familia.,False,2025-08-07 13:12:42,202.0
399,Familiar,Litigios civiles generales.,False,2025-05-30 03:02:22,321.0
400,Consumidor,Disputas entre miembros de la familia.,True,2025-11-11 06:41:33,633.0
401,Civil,Disputas entre miembros de la familia.,False,2025-05-29 14:15:55,245.0
402,Familiar,Problemas en transacciones comerciales.,False,2025-10-28 20:26:30,398.0
403,Comercial,Disputas entre consumidores y proveedores.,True,2025-10-04 13:04:22,551.0
404,Comercial,Problemas ambientales y ecológicos.,False,2025-12-12 14:24:42,863.0
405,Laboral,Conflictos con entidades administrativas.,False,2026-05-04 03:27:50,835.0
406,Ambiental,Disputas entre consumidores y proveedores.,False,2025-05-23 03:09:17,861.0
407,Ambiental,Problemas en transacciones comerciales.,True,2026-03-27 00:34:12,780.0
408,Civil,Conflictos relacionados con el trabajo y empleos.,False,2025-12-19 11:01:44,173.0
409,Ambiental,Disputas entre miembros de la familia.,False,2025-07-19 15:18:13,557.0
410,Laboral,Problemas ambientales y ecológicos.,True,2025-08-02 12:08:56,754.0
411,Civil,Conflictos relacionados con el trabajo y empleos.,True,2025-09-20 10:13:07,837.0
412,Ambiental,Disputas entre miembros de la familia.,False,2026-01-07 11:44:15,603.0
413,Consumidor,Problemas en transacciones comerciales.,True,2025-06-27 13:45:49,834.0
414,Laboral,Conflictos con entidades administrativas.,False,2025-08-09 09:57:28,173.0
415,Civil,Litigios civiles generales.,True,2025-07-19 09:41:30,922.0
416,Comercial,Disputas entre consumidores y proveedores.,True,2026-04-08 09:40:21,130.0
417,Penal,Problemas en transacciones comerciales.,False,2025-05-09 07:42:47,780.0
418,Ambiental,Problemas en transacciones comerciales.,False,2025-07-16 22:18:22,425.0
419,Ambiental,Disputas entre miembros de la familia.,False,2025-06-18 16:10:30,768.0
420,Administrativo,Problemas ambientales y ecológicos.,True,2025-09-01 07:59:02,890.0
421,Ambiental,Conflictos con entidades administrativas.,False,2026-04-06 01:10:49,992.0
422,Penal,Problemas ambientales y ecológicos.,True,2025-12-22 07:42:44,346.0
423,Ambiental,Conflictos con entidades administrativas.,False,2025-05-24 17:33:56,642.0
424,Laboral,Disputas entre miembros de la familia.,False,2026-02-17 04:07:02,982.0
425,Penal,Problemas en transacciones comerciales.,False,2025-06-10 09:25:07,956.0
426,Familiar,Conflictos con entidades administrativas.,True,2025-12-31 16:12:20,926.0
427,Laboral,Disputas entre consumidores y proveedores.,True,2025-06-22 08:49:18,774.0
428,Consumidor,Disputas entre miembros de la familia.,True,2025-05-13 15:35:49,489.0
429,Comercial,Asuntos penales y delitos.,False,2025-08-15 21:08:02,9.0
430,Familiar,Disputas entre consumidores y proveedores.,False,2025-05-18 14:05:58,235.0
431,Familiar,Disputas entre miembros de la familia.,True,2026-03-17 08:12:06,307.0
432,Consumidor,Problemas en transacciones comerciales.,True,2025-06-13 21:26:58,544.0
433,Comercial,Problemas ambientales y ecológicos.,True,2025-11-09 19:22:22,767.0
434,Consumidor,Problemas ambientales y ecológicos.,True,2026-01-17 15:38:56,144.0
435,Consumidor,Conflictos con entidades administrativas.,False,2025-10-01 07:45:54,254.0
436,Familiar,Asuntos penales y delitos.,False,2025-07-28 22:57:16,623.0
437,Laboral,Litigios civiles generales.,False,2026-01-23 01:57:30,194.0
438,Civil,Conflictos relacionados con el trabajo y empleos.,False,2026-01-06 03:11:55,247.0
439,Familiar,Conflictos relacionados con el trabajo y empleos.,False,2025-11-05 08:27:38,882.0
440,Administrativo,Problemas en transacciones comerciales.,True,2025-09-09 16:34:25,70.0
441,Civil,Asuntos penales y delitos.,False,2026-04-18 16:45:37,519.0
442,Consumidor,Disputas entre consumidores y proveedores.,True,2025-05-14 06:30:22,550.0
443,Civil,Disputas entre miembros de la familia.,True,2025-12-01 16:03:04,209.0
444,Administrativo,Disputas entre consumidores y proveedores.,True,2025-07-11 21:47:09,666.0
445,Civil,Disputas entre consumidores y proveedores.,False,2026-01-06 17:20:57,947.0
446,Familiar,Problemas ambientales y ecológicos.,True,2025-06-28 23:32:43,683.0
447,Familiar,Conflictos relacionados con el trabajo y empleos.,False,2025-05-11 13:52:02,168.0
448,Administrativo,Litigios civiles generales.,False,2026-02-12 07:27:15,800.0
449,Familiar,Conflictos relacionados con el trabajo y empleos.,False,2025-11-18 05:18:29,66.0
450,Familiar,Problemas ambientales y ecológicos.,True,2025-09-17 02:12:59,512.0
451,Administrativo,Problemas en transacciones comerciales.,True,2025-12-29 14:38:26,691.0
452,Penal,Conflictos relacionados con el trabajo y empleos.,False,2026-04-16 18:21:00,484.0
453,Consumidor,Problemas en transacciones comerciales.,False,2026-02-06 17:00:11,936.0
454,Penal,Conflictos con entidades administrativas.,False,2026-01-01 04:37:16,328.0
455,Familiar,Conflictos con entidades administrativas.,True,2026-03-08 01:52:05,54.0
456,Penal,Conflictos relacionados con el trabajo y empleos.,False,2025-10-15 15:39:33,887.0
457,Civil,Conflictos con entidades administrativas.,True,2026-03-25 01:07:02,378.0
458,Civil,Litigios civiles generales.,False,2025-06-24 11:06:39,606.0
459,Penal,Asuntos penales y delitos.,True,2026-02-20 17:36:36,25.0
460,Administrativo,Conflictos relacionados con el trabajo y empleos.,False,2025-11-18 17:47:20,386.0
461,Familiar,Asuntos penales y delitos.,True,2025-08-10 11:09:31,985.0
462,Comercial,Litigios civiles generales.,False,2026-03-22 16:37:48,919.0
463,Administrativo,Problemas ambientales y ecológicos.,False,2026-03-26 00:29:30,137.0
464,Familiar,Conflictos relacionados con el trabajo y empleos.,False,2025-09-27 21:27:47,299.0
465,Administrativo,Disputas entre consumidores y proveedores.,False,2025-05-14 19:15:42,464.0
466,Penal,Disputas entre miembros de la familia.,True,2026-01-25 13:46:13,599.0
467,Comercial,Disputas entre miembros de la familia.,True,2026-02-13 04:06:42,417.0
468,Administrativo,Asuntos penales y delitos.,True,2025-09-19 09:06:46,873.0
469,Familiar,Problemas en transacciones comerciales.,True,2025-05-22 08:43:17,714.0
470,Penal,Conflictos con entidades administrativas.,False,2026-02-22 15:50:47,992.0
471,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2025-05-27 09:19:10,179.0
472,Consumidor,Problemas ambientales y ecológicos.,False,2025-07-27 19:00:47,97.0
473,Familiar,Problemas en transacciones comerciales.,True,2026-03-07 18:32:09,800.0
474,Comercial,Asuntos penales y delitos.,True,2025-10-15 06:52:22,961.0
475,Civil,Disputas entre miembros de la familia.,False,2026-04-27 16:23:05,662.0
476,Comercial,Disputas entre miembros de la familia.,True,2025-11-20 15:33:33,52.0
477,Consumidor,Disputas entre consumidores y proveedores.,True,2025-08-27 18:11:19,437.0
478,Administrativo,Asuntos penales y delitos.,True,2026-02-02 10:18:34,905.0
479,Laboral,Asuntos penales y delitos.,False,2025-06-11 09:04:36,904.0
480,Laboral,Disputas entre miembros de la familia.,True,2025-12-16 06:27:36,205.0
481,Laboral,Disputas entre consumidores y proveedores.,False,2025-05-08 07:05:28,801.0
482,Administrativo,Conflictos con entidades administrativas.,True,2025-10-22 10:25:01,327.0
483,Laboral,Litigios civiles generales.,True,2026-04-09 03:02:40,786.0
484,Comercial,Disputas entre miembros de la familia.,True,2026-01-01 21:20:45,547.0
485,Penal,Disputas entre consumidores y proveedores.,False,2025-11-08 13:24:47,607.0
486,Administrativo,Conflictos relacionados con el trabajo y empleos.,True,2025-05-12 20:13:26,578.0
487,Penal,Problemas ambientales y ecológicos.,True,2025-08-04 09:24:31,39.0
488,Laboral,Asuntos penales y delitos.,True,2025-07-04 11:34:29,490.0
489,Administrativo,Asuntos penales y delitos.,False,2026-03-03 07:50:51,941.0
490,Laboral,Conflictos relacionados con el trabajo y empleos.,True,2026-02-21 23:50:04,146.0
491,Administrativo,Disputas entre miembros de la familia.,True,2025-10-28 19:53:37,601.0
492,Administrativo,Litigios civiles generales.,False,2025-11-24 14:25:16,972.0
493,Ambiental,Conflictos con entidades administrativas.,False,2026-02-07 20:00:18,911.0
494,Penal,Problemas en transacciones comerciales.,True,2025-10-27 08:49:18,302.0
495,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2025-05-14 00:10:08,790.0
496,Comercial,Conflictos con entidades administrativas.,False,2025-06-29 10:55:26,107.0
497,Comercial,Conflictos con entidades administrativas.,True,2026-03-30 11:13:42,172.0
498,Administrativo,Problemas ambientales y ecológicos.,True,2026-05-03 10:22:47,710.0
499,Administrativo,Litigios civiles generales.,False,2026-03-13 19:35:59,396.0
500,Consumidor,Problemas en transacciones comerciales.,False,2025-10-09 02:39:38,360.0
501,Familiar,Problemas ambientales y ecológicos.,True,2025-07-16 21:47:19,231.0
502,Ambiental,Disputas entre miembros de la familia.,True,2026-04-21 09:34:42,268.0
503,Familiar,Conflictos con entidades administrativas.,True,2026-02-10 06:25:16,77.0
504,Administrativo,Problemas ambientales y ecológicos.,False,2025-05-13 18:08:21,169.0
505,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2026-03-18 08:22:50,420.0
506,Civil,Litigios civiles generales.,False,2026-01-07 15:32:37,586.0
507,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2025-11-05 18:08:57,302.0
508,Penal,Disputas entre miembros de la familia.,True,2026-04-25 12:25:22,299.0
509,Ambiental,Disputas entre miembros de la familia.,False,2025-12-02 06:05:31,917.0
510,Familiar,Disputas entre consumidores y proveedores.,True,2026-02-03 06:39:38,379.0
511,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-12-25 04:06:46,232.0
512,Laboral,Problemas en transacciones comerciales.,False,2025-05-16 21:29:57,685.0
513,Consumidor,Asuntos penales y delitos.,False,2025-07-29 16:42:38,839.0
514,Ambiental,Asuntos penales y delitos.,True,2025-09-07 09:30:37,925.0
515,Comercial,Disputas entre miembros de la familia.,True,2025-09-21 13:25:49,828.0
516,Comercial,Conflictos relacionados con el trabajo y empleos.,True,2025-10-04 15:52:35,207.0
517,Civil,Conflictos con entidades administrativas.,False,2026-04-04 16:11:27,407.0
518,Civil,Problemas ambientales y ecológicos.,False,2026-05-01 19:56:25,536.0
519,Familiar,Disputas entre consumidores y proveedores.,True,2026-02-21 13:59:25,597.0
520,Familiar,Disputas entre miembros de la familia.,False,2025-12-13 00:39:40,899.0
521,Civil,Disputas entre consumidores y proveedores.,True,2025-06-07 02:59:24,485.0
522,Comercial,Litigios civiles generales.,False,2025-10-14 13:56:24,698.0
523,Laboral,Disputas entre consumidores y proveedores.,False,2025-11-19 20:20:59,764.0
524,Civil,Conflictos con entidades administrativas.,False,2026-04-28 07:43:12,311.0
525,Civil,Problemas ambientales y ecológicos.,True,2025-05-16 21:29:07,234.0
526,Civil,Problemas ambientales y ecológicos.,True,2025-11-25 09:49:36,620.0
527,Penal,Problemas ambientales y ecológicos.,False,2026-01-20 04:48:31,778.0
528,Laboral,Problemas en transacciones comerciales.,True,2026-04-05 08:50:30,414.0
529,Laboral,Problemas en transacciones comerciales.,True,2026-01-30 11:42:59,256.0
530,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-11-04 20:23:45,378.0
531,Consumidor,Disputas entre miembros de la familia.,False,2025-05-25 18:20:39,501.0
532,Comercial,Problemas ambientales y ecológicos.,False,2025-07-12 01:13:40,168.0
533,Familiar,Litigios civiles generales.,True,2026-04-24 06:32:52,875.0
534,Penal,Asuntos penales y delitos.,True,2025-05-27 12:18:21,420.0
535,Laboral,Problemas ambientales y ecológicos.,True,2026-03-01 22:24:24,821.0
536,Penal,Litigios civiles generales.,False,2025-07-01 08:50:17,659.0
537,Consumidor,Disputas entre consumidores y proveedores.,False,2025-11-11 04:19:49,478.0
538,Consumidor,Disputas entre miembros de la familia.,False,2026-05-05 01:53:09,860.0
539,Civil,Litigios civiles generales.,False,2025-05-23 15:05:58,345.0
540,Administrativo,Litigios civiles generales.,False,2025-12-25 21:50:05,668.0
541,Penal,Problemas en transacciones comerciales.,False,2025-08-17 10:38:59,825.0
542,Administrativo,Problemas en transacciones comerciales.,False,2026-04-24 22:04:44,266.0
543,Consumidor,Disputas entre consumidores y proveedores.,True,2026-04-19 23:50:26,836.0
544,Administrativo,Asuntos penales y delitos.,False,2025-05-22 00:55:12,488.0
545,Civil,Problemas en transacciones comerciales.,False,2025-06-06 01:24:44,100.0
546,Comercial,Litigios civiles generales.,True,2025-07-26 12:52:05,344.0
547,Penal,Conflictos con entidades administrativas.,False,2026-01-13 18:40:43,431.0
548,Administrativo,Litigios civiles generales.,False,2025-07-13 09:06:08,121.0
549,Laboral,Disputas entre miembros de la familia.,False,2025-09-09 12:03:55,889.0
550,Civil,Disputas entre consumidores y proveedores.,False,2026-04-11 14:27:50,351.0
551,Ambiental,Problemas en transacciones comerciales.,False,2025-11-27 20:24:13,83.0
552,Administrativo,Problemas en transacciones comerciales.,False,2025-11-28 22:33:02,463.0
553,Penal,Problemas en transacciones comerciales.,True,2025-07-17 13:04:12,782.0
554,Comercial,Disputas entre consumidores y proveedores.,False,2025-06-18 05:10:35,989.0
555,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2026-04-19 01:23:16,383.0
556,Administrativo,Asuntos penales y delitos.,True,2026-04-28 21:35:22,752.0
557,Penal,Conflictos con entidades administrativas.,False,2025-11-30 14:29:38,516.0
558,Comercial,Disputas entre miembros de la familia.,False,2026-04-15 09:17:33,746.0
559,Consumidor,Problemas en transacciones comerciales.,True,2025-11-14 03:13:14,193.0
560,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2026-01-12 10:49:54,217.0
561,Comercial,Disputas entre miembros de la familia.,False,2025-11-01 19:54:12,39.0
562,Civil,Conflictos relacionados con el trabajo y empleos.,True,2025-07-08 16:53:56,670.0
563,Laboral,Disputas entre miembros de la familia.,False,2025-10-07 04:11:55,561.0
564,Ambiental,Problemas en transacciones comerciales.,False,2026-01-22 19:52:22,10.0
565,Consumidor,Disputas entre miembros de la familia.,True,2025-06-03 02:18:23,621.0
566,Consumidor,Disputas entre miembros de la familia.,True,2025-08-19 18:56:55,290.0
567,Familiar,Problemas ambientales y ecológicos.,True,2026-01-26 23:23:13,270.0
568,Administrativo,Disputas entre consumidores y proveedores.,True,2025-12-08 13:33:27,509.0
569,Ambiental,Conflictos con entidades administrativas.,True,2026-01-08 18:35:20,92.0
570,Ambiental,Problemas en transacciones comerciales.,True,2026-03-23 02:31:16,741.0
571,Civil,Asuntos penales y delitos.,True,2025-09-17 09:19:33,52.0
572,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2025-12-11 06:44:19,321.0
573,Familiar,Disputas entre miembros de la familia.,True,2026-04-15 17:41:54,680.0
574,Administrativo,Conflictos con entidades administrativas.,True,2025-09-25 23:18:06,751.0
575,Administrativo,Conflictos con entidades administrativas.,False,2026-02-04 15:10:37,986.0
576,Civil,Disputas entre consumidores y proveedores.,True,2025-05-20 02:44:36,665.0
577,Familiar,Problemas en transacciones comerciales.,True,2025-05-16 19:32:08,164.0
578,Consumidor,Problemas ambientales y ecológicos.,False,2025-07-20 21:07:51,626.0
579,Administrativo,Conflictos relacionados con el trabajo y empleos.,False,2025-05-22 18:38:54,495.0
580,Familiar,Disputas entre consumidores y proveedores.,False,2025-09-25 17:31:46,671.0
581,Laboral,Asuntos penales y delitos.,True,2025-05-31 08:02:29,705.0
582,Consumidor,Asuntos penales y delitos.,False,2025-09-04 06:53:19,657.0
583,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2026-05-02 21:36:52,518.0
584,Ambiental,Problemas en transacciones comerciales.,False,2026-03-31 03:15:47,339.0
585,Laboral,Asuntos penales y delitos.,True,2025-07-30 22:11:37,837.0
586,Familiar,Problemas ambientales y ecológicos.,False,2025-09-23 00:07:57,878.0
587,Ambiental,Conflictos con entidades administrativas.,True,2026-03-09 02:48:21,19.0
588,Consumidor,Disputas entre consumidores y proveedores.,True,2026-04-20 01:01:02,846.0
589,Civil,Asuntos penales y delitos.,True,2025-06-06 21:06:41,373.0
590,Penal,Problemas ambientales y ecológicos.,False,2025-11-20 00:46:23,615.0
591,Administrativo,Problemas ambientales y ecológicos.,True,2026-03-11 14:47:20,228.0
592,Administrativo,Conflictos con entidades administrativas.,True,2025-06-18 09:00:29,383.0
593,Laboral,Problemas en transacciones comerciales.,False,2025-08-29 13:43:17,761.0
594,Familiar,Litigios civiles generales.,False,2025-06-30 12:23:55,953.0
595,Penal,Problemas ambientales y ecológicos.,False,2026-01-30 20:14:56,776.0
596,Laboral,Disputas entre miembros de la familia.,True,2025-09-20 03:53:25,980.0
597,Ambiental,Conflictos relacionados con el trabajo y empleos.,False,2025-08-09 19:32:27,958.0
598,Ambiental,Problemas en transacciones comerciales.,True,2025-05-19 00:24:16,835.0
599,Familiar,Disputas entre consumidores y proveedores.,False,2025-06-05 22:57:06,330.0
600,Consumidor,Asuntos penales y delitos.,True,2025-12-19 06:14:44,464.0
601,Comercial,Disputas entre consumidores y proveedores.,False,2025-07-03 19:39:15,525.0
602,Administrativo,Asuntos penales y delitos.,False,2026-01-26 11:56:17,298.0
603,Comercial,Problemas en transacciones comerciales.,True,2025-08-24 00:51:22,331.0
604,Administrativo,Problemas ambientales y ecológicos.,False,2025-07-13 23:53:17,428.0
605,Consumidor,Conflictos relacionados con el trabajo y empleos.,True,2025-08-14 15:34:38,149.0
606,Laboral,Asuntos penales y delitos.,True,2025-12-23 13:17:19,257.0
607,Laboral,Litigios civiles generales.,False,2026-01-24 01:33:40,834.0
608,Familiar,Asuntos penales y delitos.,False,2025-06-11 01:11:47,524.0
609,Laboral,Disputas entre consumidores y proveedores.,True,2025-10-22 04:45:19,321.0
610,Laboral,Litigios civiles generales.,False,2026-01-24 22:40:13,882.0
611,Penal,Conflictos con entidades administrativas.,True,2025-07-11 00:48:24,202.0
612,Civil,Problemas ambientales y ecológicos.,True,2026-02-06 21:31:51,986.0
613,Familiar,Disputas entre consumidores y proveedores.,True,2026-04-18 05:18:27,271.0
614,Comercial,Litigios civiles generales.,True,2026-05-06 08:06:17,960.0
615,Laboral,Problemas en transacciones comerciales.,False,2025-11-23 23:32:13,955.0
616,Ambiental,Conflictos con entidades administrativas.,True,2026-03-31 20:15:29,226.0
617,Familiar,Problemas en transacciones comerciales.,False,2025-10-08 01:01:37,95.0
618,Penal,Asuntos penales y delitos.,True,2025-06-03 08:14:39,301.0
619,Ambiental,Conflictos relacionados con el trabajo y empleos.,True,2026-03-10 21:13:34,247.0
620,Laboral,Conflictos con entidades administrativas.,False,2025-10-25 15:11:46,554.0
621,Laboral,Conflictos con entidades administrativas.,False,2025-08-18 02:07:31,45.0
622,Penal,Conflictos con entidades administrativas.,True,2025-08-18 16:29:52,995.0
623,Familiar,Asuntos penales y delitos.,False,2025-05-29 21:46:49,886.0
624,Familiar,Asuntos penales y delitos.,False,2025-08-05 19:39:15,794.0
625,Familiar,Problemas en transacciones comerciales.,True,2026-04-26 03:50:41,39.0
626,Familiar,Conflictos relacionados con el trabajo y empleos.,True,2026-02-06 10:00:58,589.0
627,Civil,Disputas entre consumidores y proveedores.,False,2025-10-22 03:55:37,444.0
628,Laboral,Disputas entre consumidores y proveedores.,True,2025-05-29 15:02:02,657.0
629,Laboral,Disputas entre miembros de la familia.,False,2025-11-06 02:29:44,806.0
630,Familiar,Litigios civiles generales.,True,2025-09-26 06:10:10,677.0
631,Ambiental,Problemas en transacciones comerciales.,False,2025-08-08 11:27:15,401.0
632,Comercial,Litigios civiles generales.,True,2025-05-26 18:54:39,981.0
633,Comercial,Disputas entre miembros de la familia.,True,2026-04-17 17:59:24,404.0
634,Civil,Asuntos penales y delitos.,True,2025-11-13 12:09:05,662.0
635,Comercial,Problemas en transacciones comerciales.,True,2026-01-14 22:42:46,199.0
636,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2025-07-31 03:54:27,75.0
637,Familiar,Litigios civiles generales.,False,2026-03-19 11:49:25,499.0
638,Administrativo,Problemas en transacciones comerciales.,True,2025-05-29 22:20:56,292.0
639,Penal,Conflictos con entidades administrativas.,False,2025-09-02 04:14:23,676.0
640,Comercial,Conflictos con entidades administrativas.,True,2025-11-28 05:26:02,321.0
641,Penal,Disputas entre consumidores y proveedores.,False,2025-12-18 07:27:19,751.0
642,Ambiental,Problemas ambientales y ecológicos.,True,2025-09-22 06:46:43,499.0
643,Comercial,Disputas entre miembros de la familia.,False,2025-12-16 13:38:28,202.0
644,Familiar,Disputas entre miembros de la familia.,False,2026-04-29 01:56:01,833.0
645,Penal,Conflictos relacionados con el trabajo y empleos.,False,2025-07-30 10:01:05,553.0
646,Comercial,Conflictos con entidades administrativas.,False,2025-10-20 10:38:13,604.0
647,Comercial,Problemas ambientales y ecológicos.,True,2025-08-25 02:30:37,373.0
648,Penal,Problemas en transacciones comerciales.,True,2025-08-18 14:07:52,184.0
649,Ambiental,Conflictos con entidades administrativas.,True,2026-04-18 10:47:31,238.0
650,Civil,Conflictos con entidades administrativas.,False,2026-01-09 16:53:49,531.0
651,Consumidor,Problemas ambientales y ecológicos.,True,2025-09-18 17:33:21,332.0
652,Civil,Litigios civiles generales.,False,2025-07-16 00:59:51,386.0
653,Administrativo,Disputas entre miembros de la familia.,False,2025-08-17 10:11:04,229.0
654,Administrativo,Conflictos con entidades administrativas.,True,2025-09-01 02:39:24,7.0
655,Ambiental,Problemas en transacciones comerciales.,True,2026-01-11 16:03:21,288.0
656,Comercial,Problemas en transacciones comerciales.,True,2026-02-17 06:57:17,837.0
657,Penal,Disputas entre consumidores y proveedores.,False,2025-11-19 19:28:32,692.0
658,Ambiental,Asuntos penales y delitos.,True,2025-07-10 12:54:09,421.0
659,Penal,Conflictos relacionados con el trabajo y empleos.,True,2026-03-03 23:58:52,138.0
660,Comercial,Conflictos relacionados con el trabajo y empleos.,False,2026-02-12 09:36:51,530.0
661,Laboral,Litigios civiles generales.,False,2026-03-26 12:07:24,483.0
662,Comercial,Asuntos penales y delitos.,True,2025-10-09 23:26:12,597.0
663,Civil,Problemas en transacciones comerciales.,True,2025-05-22 07:36:33,611.0
664,Penal,Disputas entre consumidores y proveedores.,False,2025-10-23 14:30:01,208.0
665,Comercial,Disputas entre miembros de la familia.,True,2026-02-07 02:38:23,615.0
666,Familiar,Disputas entre miembros de la familia.,True,2025-09-03 21:27:05,618.0
667,Consumidor,Disputas entre consumidores y proveedores.,True,2025-10-31 16:51:29,440.0
668,Ambiental,Disputas entre consumidores y proveedores.,True,2025-11-09 23:44:15,930.0
669,Consumidor,Problemas en transacciones comerciales.,True,2025-12-29 02:46:48,932.0
